edrpou_hosp,legal_entity_lat,legal_entity_lng
33583287,47.9627201,24.0187122
42081160,"49,292640","31,456103"
01982531,49.115688,29.19603
08160677,49.839280,24.043499
05446404,45.398335,29.5937
14280960,48.33609071,33.48627133
42594137,47.49740912,34.65765781
01999543,49.875357,34.00563
02003965,47.452223,33.68829
05540652,48.75742,30.2227
02006538,50.83722201,33.14083302
39089416,"50,866891","32,39637"
42061427,46.848505,30.078027
08456231,48.940202,24.152512
01999477,49.577154,34.44034
01998265,46.623086,31.53031
02003511,49.97819,36.3306
01989668,47.683805,33.26682
38817151,48.351219,29.84951
13366151,51.195039,24.683699
34623435,"48,938375","24,687635"
01999483,49.56066799,34.06163928
33065358,50.268804,35.98137
01991429,49.891078,28.59184
02000719,49.734791,25.67969
41713679,50.46832,30.4684
01987402,48.530176,35.86898
37677106,"48,6547302","34,340172"
42080984,"48,7359203","22,4723243"
35369124,50.473838,30.617427
02007472,50.31129882,34.88890561
02012094,46.45433,30.76242
01989839,48.98135024,37.82120228
02003669,50.00334541,36.2487212
02003942,47.31380097,33.27799125
42318513,"48,4045786","35,2793151"
32109302,50.1711953,30.726456699999996
02003959,47.241477,34.36001
41769166,"48,1377254","23,017777"
25065503,48.9166058,24.7331532
08734026,49.980276,36.247073
02004151,46.69826,32.58461
42096837,48.5259113,24.6306688
20635255,48.505661,32.262811
05506690,50.743614,26.00745
38453281,"51,2597484","32,4202843"
02007101,49.815284,24.04789
02005496,48.974171,31.40002
37735655,"48,5137772","35,8842629"
03073502,48.505253,32.21331
01999721,50.038867,32.47613
01987563,47.65362019,34.11722651
01992953,47.56644057,35.7862955
01992995,47.190993,36.21975
36148117,50.4421148,30.184056199999997
24920550,50.4715921,30.4693951
01995219,48.355571,32.64973
05415786,50.422836,30.55104
02001050,49.394874,25.60352
42486365,50.7247746,24.1715688
01992989,46.72414318,36.35845249
02000501,48.60611111,26.18194438
