edrpou_hosp,legal_entity_lat,legal_entity_lng
01111055,48.530255,25.05329
00994221,49.36339883,29.68415817
01998390,46.991326,31.93607
05384318,50.766608,25.38736
01999320,49.215469,33.850004
23824057,"50,893517","34,777262"
02000872,50.001066,25.51459
01986339,47.940685,33.41243
21696767,50.45437,30.3624
01990683,47.13819,37.59966
01990803,48.742879,37.59315
02004120,46.647638,32.60159
01984180,"47,903190","33,457794"
37894885,"48,981086","37,822739"
02006231,50.86662452,32.39648218
21084107,50.6031039,26.269152899999998
40769694,"48,298187","26,619394"
38453009,"48,287928","25,935526"
26508184,48.455363500000004,35.0695414
01994409,50.943308,29.90004
38257649,"49,867544","34,011971"
02005450,48.894604,30.68586
05496827,"50,450019","30,493780"
26553305,"49,014774","33,639061"
01985050,48.469015,35.01475
14307794,"47,822468","35,196328"
01993210,48.241511,24.58167
05540267,50.343837,30.4908
01981460,51.34018353,33.88222218
01986345,47.83552051,33.3485058
26137707,48.668803000000004,35.2746672
02011976,50.389592,30.48097
01992660,"48,545171","23,008973"
01994149,49.67707068,30.9798528
05498789,47.821183,35.03379
02001759,49.990505,36.24396
05481104,49.366001,27.22491
38799117,"50,912296","31,113702"
08734210,49.874015,24.01314
01999613,49.08430139,33.41141312
02003675,49.987777,36.28735
02006426,50.935268,31.57561
02007259,47.944671,33.42046
01994971,48.541395,32.25862
38284599,"48,890093","22,4599531"
38839154,"48,6380525","22,2801047"
01995315,47.945816,32.54303
40304273,"50,604941","26,271351"
02006194,50.4886808,32.72115477
01993262,49.10516,24.573
01995143,48.39456283,31.17526013
01999299,49.45283999,35.1363051
01999537,49.70323358,35.14543498
02002339,50.302688,36.39835
01985825,48.508546,34.64844
01990418,48.390113,37.84666
42378525,48.507588,32.262222
03338126,50.94386759,34.76079651
01986173,47.908274,33.35032
37463503,"48,5299647","36,0780258"
37861807,"47,8855026","33,3899067"
42510481,"48,81121","24,543885"
25436721,48.11442529999999,23.7657248
01993368,48.705803,24.42338
40532571,50.449123,30.589692
02003770,49.960776,36.26013
02009873,46.649623,32.62831
02004947,49.463488,32.02322
22092126,48.194016299999994,23.892798100000004
38637071,"50,606280","26,685609"
37862122,"47,688986","33,1616878"
02004137,46.677528,32.58177
26482717,"49,041445","24,353985"
01985794,48.526316,34.60502
38503159,"49,572702","34,579096"
02006171,50.7371193,31.3857093
05415792,50.36191,30.48576
38182296,"48,054534","24,207190"
20652130,48.663534000000006,33.114627899999995
05389534,50.435930,30.412617
37916782,"48,7131377","22,5959178"
41136847,"48,6146302","22,2928637"
41736008,51.5233421,30.7530701
01996869,50.389174,24.24815
01994008,50.545534,30.48829
02000205,50.612552,26.22085
02004083,46.61919854,32.72217367
41838805,49.414830,24.606249
26376820,50.755153,33.479162
03098229,47.111693,37.5146
37359909,50.441531,30.355536
01995120,48.521534,32.2147
01999342,48.984442,33.52207
03293617,50.284994,36.94862
36121268,50.621632700000006,26.253591200000002
13544322,50.340531,29.08699
42096899,48.532996,24.624544
42108962,"50,242811","24,138353"
02006478,51.800396309999996,31.08269211
03398888,50.749482,25.28773
01994505,49.525327,29.93003
04543536,48.41822208,35.05453833
01994391,50.58182809,30.47679468
02006403,52.00176668,33.27537777
36721693,"47,9806452","33,5298817"
42788415,50.258663,28.658131
01998489,46.858283,32.01683
01982885,50.360947,25.10574
01995226,48.65872197,30.78707638
01983766,46.646033,32.61031
02005332,48.944271,30.9921
38487834,"50,7370175","31,3831451"
01994126,49.535716,30.86604
02002687,49.196409,35.24493
39048956,"48,2590892","23,3756777"
02006722,47.8607655,35.00919161
01998348,47.910336,31.31604
01998472,47.697303,31.8522
02011893,50.421182,30.45608
32190584,46.379785,30.741033
02004048,47.496463,33.91542
26464748,48.6345942,22.3062701
